time,count,fsq_count,CategorieParents,Categories
Sun Sep 09 10:00:00 UTC 2012,2413,227,Shops & Services=36_Arts & Entertainment=33_Travel & Transport=32,Football Stadium=11_Church=11_Gym=8
Sun Sep 09 11:00:00 UTC 2012,2828,322,Arts & Entertainment=58_Shops & Services=47_Professional & Other Places=35,Coffee Shop=21_Football Stadium=19_Home (private)=11
Sun Sep 09 12:00:00 UTC 2012,2031,239,Arts & Entertainment=35_Shops & Services=35_Travel & Transport=22,American Restaurant=11_Park=8_Sports Bar=8
Sun Sep 09 13:00:00 UTC 2012,3374,363,Shops & Services=69_Arts & Entertainment=53_Outdoors & Recreation=44,Football Stadium=16_Park=13_Bar=11
Sun Sep 09 14:00:00 UTC 2012,3461,320,Shops & Services=51_Outdoors & Recreation=41_Arts & Entertainment=41,Bar=14_Coffee Shop=13_American Restaurant=12
Sun Sep 09 15:00:00 UTC 2012,3363,360,Shops & Services=55_Outdoors & Recreation=55_Nightlife Spots=45,Bar=13_Coffee Shop=12_Grocery Store=10
Sun Sep 09 16:00:00 UTC 2012,3455,366,Shops & Services=64_Arts & Entertainment=52_Outdoors & Recreation=50,Airport=13_Bar=12_Tennis=12
Sun Sep 09 17:00:00 UTC 2012,3443,343,Shops & Services=59_Outdoors & Recreation=48_Nightlife Spots=43,Bar=22_American Restaurant=11_General Entertainment=9
Sun Sep 09 18:00:00 UTC 2012,3593,355,Shops & Services=62_Outdoors & Recreation=39_Nightlife Spots=35,Park=16_American Restaurant=12_Italian Restaurant=11
Sun Sep 09 19:00:00 UTC 2012,3813,328,Arts & Entertainment=41_Nightlife Spots=36_Shops & Services=32,Bar=11_General Entertainment=11_American Restaurant=9
Sun Sep 09 20:00:00 UTC 2012,4282,295,Travel & Transport=44_Nightlife Spots=39_Residences=24,Pizza Place=13_Airport=12_Bar=11
Sun Sep 09 21:00:00 UTC 2012,3929,209,Nightlife Spots=35_Travel & Transport=23_Arts & Entertainment=17,Mexican Restaurant=11_Home (private)=9_Pizza Place=8
Sun Sep 09 22:00:00 UTC 2012,4288,168,Nightlife Spots=30_Travel & Transport=27_Residences=22,Bar=13_Hotel=8_American Restaurant=8
Sun Sep 09 23:00:00 UTC 2012,4264,103,Residences=19_Travel & Transport=13_Shops & Services=12,Residential Building (Apartment / Condo)=8_Gay Bar=6_Subway=5
